Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2022-06-27,139.60604858398438,115.28234100341797,107.22004699707031,168.6949462890625,258.81121826171875,16.84587287902832,,244.9199981689453,199.28839111328125,39.834495544433594,141.40951687376628,118.01526949121953,109.17319014440586,170.94433940716965,262.14293805095724,17.306241311682992,,252.07000732421875,202.74431460412046,40.03347756840504,138.92605061795442,114.6314459624472,106.53829233472631,167.22187787349793,257.23814964655776,16.603205990084433,,242.56666564941406,198.35832938382373,39.40765216292688,140.6309628115541,117.71023220229814,108.76781908786876,170.51636378032046,262.05500698311585,17.28826633930451,,249.36666870117188,201.43243743041867,39.72537625151978,70207900,36420000,11280500,29174600,24615100,427968000,,89178300,6121200,19889100
2022-06-28,135.4472198486328,111.47454071044922,106.70413208007812,159.92625427246094,250.59426879882812,15.960088729858398,,232.663330078125,193.9625244140625,39.272850036621094,141.34050987783795,116.75131444596565,109.90101922864962,170.49644693603452,260.78491242096936,17.17841540135944,,249.97000122070312,202.45058605831622,40.29984192552559,135.32896457557,111.31579952883644,106.50144653894931,159.85659053482593,250.4379369250215,15.923138802321352,,232.3433380126953,193.35553965221172,39.247173402992125,140.06922057977073,115.2514813531098,108.40852235853347,169.10300512401122,257.9221576614475,16.876829403288493,,244.48333740234375,199.71913969139845,40.00779087756758,67083400,35792000,11590900,27744500,27295500,461149000,,90391200,4354200,15399000
2022-06-29,137.21127319335938,111.17000579833984,106.22506713867188,163.17098999023438,254.28750610351562,15.52069091796875,,228.49000549316406,195.31356811523438,39.12843322753906,138.63039676191534,112.62206327148687,107.62542916110657,165.54977833156292,255.9582563004503,15.798309643448949,,231.17333984375,196.42964504977786,39.58737327694055,134.68839353261495,110.34494794788081,105.69993050164555,159.5679756054907,249.8907581797154,15.149201208571759,,222.27333068847656,193.17932175948545,38.82354565606657,135.4669475914292,111.02121914854789,106.86996931435102,162.80273045220846,251.6787647282544,15.79231830404367,,230.5,193.17932175948545,39.43974087652967,66242400,24716000,9338400,28595200,20069800,482352000,,82897200,4324600,19111500
2022-06-30,134.73765563964844,108.44452667236328,103.74678802490234,160.49359130859375,250.93621826171875,15.138216972351074,,224.47332763671875,192.75836181640625,39.019317626953125,136.36372576433453,110.36037012107478,105.1010896341203,164.4549172478533,253.57427023351318,15.545657585028724,,229.4566650390625,194.67723877554783,39.173366432098625,131.8304316095035,106.24205918177555,102.19901576135419,157.7465436782428,247.0964115747402,14.84162423644088,,218.8633270263672,188.80314575668604,38.47693493377758,135.25996980273172,109.47659494140807,104.26270976978286,161.3893634177571,251.15117086547428,15.339939689323622,,224.50999450683594,191.27025406882242,38.79465898753439,98964500,43170000,15172600,35250600,31730900,686070000,,94600500,7045200,19166100
2022-07-01,136.91558837890625,108.22010040283203,105.07345581054688,159.27931213378906,253.6231231689453,14.503087997436523,,227.26333618164062,195.00030517578125,39.356300354003906,137.02399404422195,108.73015875104069,105.41432967775998,159.86654085076404,253.80876541831714,15.042347592073154,,230.22999572753906,195.60730495976247,39.44936944615329,133.69301230892643,106.22264648916799,102.41091994877294,154.27290863624773,248.76718886364193,14.37226803933096,,222.1199951171875,190.62411952081166,38.88452379695258,134.06749230384347,107.41942405927786,103.78364437233607,159.55799746344536,250.506354989603,14.878572886252945,,227.0,192.6604586676533,39.13485541426583,71051600,35476000,10573600,31423900,22837700,577610000,,74460300,4131800,17460900
2022-07-05,139.5074920654297,112.72407531738281,104.67378997802734,167.4010467529297,256.8180847167969,14.94348430633545,,233.06666564941406,196.33177185058594,39.876216888427734,139.5567701133716,112.83753130607606,104.75743637779127,167.46076287139942,256.9451062280484,14.950474678954091,,233.14666748046875,196.36115606059434,39.95965953745612,134.94461850939908,105.22840975036895,101.58804195540361,156.28344547718694,248.89419361754275,14.035731089261596,,216.1666717529297,190.0660783051748,39.028946569469554,135.772450617196,106.59089908908788,102.95431612245297,157.39818685452104,250.2816054554039,14.15556645659554,,223.0,192.11221721968965,39.22150850643462,73353800,39342000,12514200,28618600,22941000,651397000,,84581100,4110200,18218100
2022-07-06,140.84776306152344,114.02684783935547,103.99530029296875,168.9736328125,260.1009521484375,15.109256744384766,,231.73333740234375,196.8995819091797,40.158634185791016,142.0303609345011,115.03950824405749,105.0176854235617,170.7850875055919,261.8401031652253,15.297997753159068,,234.56333923339844,198.2604127828893,40.527711503761175,139.0344453204545,110.94557840360967,102.97291516237581,164.68385295409936,256.3783871640925,14.768723702355592,,227.18666076660156,194.5009970518831,39.89225974119406,139.3005347290775,112.76289403083528,103.84659320959555,167.41099021110313,257.6974130616981,14.989421379778362,,230.77999877929688,195.80308938895044,39.950025746000904,74064300,37432000,10656200,23085900,23824400,529066000,,71853600,4111200,21300000
2022-07-07,144.22802734375,118.2177963256836,106.62561798095703,171.38226318359375,262.2406921386719,15.836258888244629,,244.5433349609375,198.54434204101562,40.21961975097656,144.42512446788226,118.62236385314765,106.79291787262287,171.90977575106322,262.88554989240333,15.92313950679781,,245.3633270263672,199.1611116342709,40.2870158815943,141.20253310502923,114.2870956480075,105.39875447243479,166.9929467451006,258.9382523471021,15.3679020124272,,232.2100067138672,195.8422497594739,39.83449585646348,141.21238269809453,114.53242085295552,105.49169728089765,168.65511099185295,259.03596348868336,15.434810545701199,,233.9199981689453,198.2897884558903,40.17789658782574,66253700,40936000,10347400,24083400,20859900,492903000,,81930600,4650700,17487300
2022-07-08,144.90802001953125,118.78559112548828,106.29100036621094,170.0784149169922,261.5177001953125,15.8162841796875,,250.76333618164062,199.2981719970703,40.24528503417969,145.41063501342293,119.11551098399944,107.48998154016101,171.59127373458082,261.9476053921388,16.015011680890602,,254.97999572753906,199.81704896358886,40.63361889368273,142.89760515660754,116.34525479851375,105.59391878305955,167.36121028220134,257.2479884069412,15.367899463518032,,241.16000366210938,196.25343350784053,40.16505243514776,143.15382993164704,116.69209965966292,107.03455689133799,169.18262766180885,258.71356617323374,15.408843612481327,,242.3333282470703,198.0744027480003,40.380077269678516,64547800,38238000,8807800,19249200,19658800,467972000,,101854200,3621800,14751000
2022-07-11,142.76947021484375,115.12609100341797,104.8968505859375,162.11593627929688,258.44000244140625,15.131227493286133,,234.3433380126953,200.75689697265625,40.26133346557617,144.51381052529135,117.4365476052986,106.17018899310882,166.70431141922256,260.4136365057184,15.505713379636758,,253.06333923339844,202.40165062451078,40.54375810407869,141.6952781464939,114.78173665895066,104.30200812635944,161.15048532539075,256.16345486227567,15.017383463840279,,233.6266632080078,197.76111221735968,39.99495902045505,143.5578737194986,117.4365476052986,105.53816799342195,166.2862834578215,259.5538260801544,15.504714346802942,,252.10333251953125,197.76111221735968,40.12333118500119,63141600,31196000,7939500,21885600,19455200,437321000,,99241200,5353600,11532900
2022-07-12,143.74510192871094,113.47796630859375,104.99909210205078,162.50411987304688,247.8487548828125,15.061322212219238,,233.07000732421875,200.52194213867188,40.13938522338867,146.29754458624,116.41741177109778,107.0531586233271,165.1317352711838,259.8371859282168,15.409843707011005,,239.77333068847656,203.75268101972532,40.800513747627946,142.94684893861873,113.14904114568549,104.33918895557498,161.33961005665554,246.25615550734784,14.856603345377188,,228.3699951171875,198.50515785881254,40.027059558373004,143.64654586479216,115.66202058231765,104.63661019188918,164.02694157042103,259.77856519931385,15.247067074911202,,236.84666442871094,198.98488078447545,40.15222538049866,77588800,29960000,11250900,16639700,35868500,458483000,,87930900,6779500,13732200
2022-07-13,143.38050842285156,110.82366180419922,104.01387023925781,162.72308349609375,246.9205780029297,15.143208503723145,,237.0399932861328,199.865966796875,40.23566436767578,144.3265807145126,113.65263549932013,104.54365195987032,164.20608427394072,247.73153293675992,15.353919647779461,,242.05999755859375,201.25618166380553,40.5854814879253,140.0593606954875,110.67238462038537,102.59181785027427,158.86127948791204,242.4163677710384,14.445167482793634,,225.03334045410156,195.31355164377112,39.76709784187313,140.91675656689353,111.16950439272351,103.86515609750245,159.4087025077127,244.448637681969,14.569996097816231,,225.5,196.22402869895674,39.937193179927576,71185600,43722000,12979900,16555100,29497400,521918000,,97954500,7597300,12689100
2022-07-14,146.31727600097656,109.84235382080078,100.37976837158203,157.30860900878906,248.2493438720703,15.350923538208008,,238.31333923339844,201.5890655517578,41.02195358276367,146.79031208077845,110.56440377859388,100.5935432205976,161.82730571844314,249.28501648121124,15.451784891767781,,238.65333557128906,201.75549637791346,41.182422471252856,141.17296164080028,107.85734476528513,98.57664804094627,156.54221673613603,240.2961421519958,14.707806458761096,,229.3333282470703,193.82546562500875,39.840912700448165,141.9909289473083,109.68610316058955,100.3704719630817,160.46373708780524,244.81989713467624,15.087285563609488,,234.89666748046875,195.8030809251579,39.84732910538718,78140700,37004000,26204800,23765200,25102800,456235000,,78557400,5605500,20905500
2022-07-15,147.99264526367188,111.2456283569336,104.98050689697266,163.92738342285156,250.82875061035156,15.740389823913574,,240.06666564941406,205.63238525390625,41.42312240600586,148.67264318460957,112.60214938958161,105.8448885356586,164.20606871794695,254.39498387786978,15.760361907974943,,243.6233367919922,207.26735409568894,41.80824258192288,146.05120759050547,110.37230890587784,100.07305259646496,159.0702860031824,248.9235024960798,15.423824053568111,,236.88999938964844,202.83240065034053,41.095768236429116,147.6083005741264,111.46757442965766,101.45792675474684,159.78689448542085,249.85169876625037,15.63753135293556,,240.0,204.97644673743386,41.336469723682214,76259900,46770000,18863900,23342800,29774100,385935000,,69683100,7245700,21184200
2022-07-18,144.93759155273438,108.5112075805664,103.90234375,166.44552612304688,248.41542053222656,16.07892417907715,,240.54666137695312,202.86180114746094,41.326839447021484,149.37234459214557,113.13908327050366,107.66658038220372,170.88461111358544,254.85418832606308,16.87383233225247,,250.51666259765625,208.4421863122188,41.81787253588744,144.5729460772953,107.85435196917416,103.43762265285773,164.86298839802592,247.48722430252386,15.98006089057034,,239.60333251953125,202.3037551616899,41.16316419927497,148.55437722703743,112.10403093176883,106.67207751796249,165.9677820373673,253.789205440495,16.27964880664775,,244.93666076660156,207.0617709208183,41.28832632773529,81420900,43164600,13977900,23574300,20975000,670517000,,82537500,4648900,14243700
2022-07-19,148.81060791015625,113.26847076416016,106.47689056396484,174.95542907714844,253.57423400878906,16.968700408935547,,245.52999877929688,209.17645263671875,41.58037567138672,149.0372688640094,113.47747063825159,106.83008311968487,175.66210520716854,253.7598762226603,17.08653863267445,,247.13999938964844,209.61700661835917,41.70874782186595,144.77991359630315,109.03869296718022,104.72024546562126,168.71483688564845,247.85847543127215,16.149825133389466,,236.97666931152344,203.5373138682307,41.27227810286129,145.77526390456921,110.32255584496407,105.14778800420999,169.570803302963,251.66897121053262,16.46339374007554,,245.0,203.85060599474264,41.52581603830796,82982400,36530900,11862300,25933700,25012600,702366000,,80890200,4927100,16995300
2022-07-20,150.82102966308594,113.35803985595703,106.45832061767578,182.2311553955078,256.2513732910156,17.782583236694336,,247.5,208.89254760742188,41.9269905090332,151.49117799927419,114.85090252062787,106.64420623901627,182.7387728006735,258.7917140181286,17.908411828651666,,250.663330078125,209.63660900209328,42.14201904316902,148.18974443892895,111.9447983557441,105.47311406062371,175.8711302983243,252.96849344718146,16.77796399475385,,243.48333740234375,206.77788532735642,41.561126873611386,148.92887000877803,112.63151001819001,106.0493637414284,176.65743306086165,253.93576521951553,16.923763716222883,,246.78334045410156,207.55130105547886,41.885271021463616,64823400,35600400,11667500,24784300,22788300,760538000,,88864200,4460300,18564900
2022-07-21,153.0975341796875,113.79594421386719,107.18328857421875,182.31077575683594,258.76239013671875,18.025253295898438,,271.7066650390625,211.65333557128906,42.53998565673828,153.3143455287886,114.00495167460863,107.37847061142756,182.98759387831657,258.81126061612775,18.11912428792284,,273.26666259765625,212.3484281194985,42.543195696134624,149.73697330616696,110.58131743938425,105.37087887793544,178.0309433609232,251.13161811146432,17.52094647197657,,254.86666870117188,208.26593581265533,41.88206714741924,152.25985260020167,113.73623213542243,106.36538188147487,179.78269719025255,253.82829056890776,17.86048049580398,,255.10667419433594,208.67712047608677,41.93983683811146,65086600,32676200,11595900,27195800,22404700,557049000,,142032300,4801300,18764700
2022-07-22,151.85580444335938,107.3865966796875,106.66280364990234,168.47598266601562,254.38519287109375,17.295255661010742,,272.24334716796875,209.21560668945312,42.43086624145508,154.01405345612082,111.80546531170556,108.04767073445818,174.7762913553687,259.2411415200037,17.94236605570938,,280.78668212890625,213.49391452803758,42.809570087310185,151.1856711624816,105.99325657695871,105.64970782404015,167.62001619667512,253.1248175148645,17.113504073103183,,270.71331787109375,207.6687604265839,42.11634849210045,153.13695840464973,110.47184488302739,107.10893199676761,172.25816044187403,259.1532104358892,17.868468104985222,,276.2200012207031,213.35683801874146,42.53677550436923,66675400,48901200,7645500,42583900,21881300,536671000,,103472700,5071500,13616400
